stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,5.35,0,0,3.21,0
21Day,1.34,2.68,0,0,2.68,1.34
3Month,0,0.64,0.32,0.64,0.64,0
