stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,89.9,0,0,0,0,4.09,0
72hpf,0,103.77,0,0,0,1.07,16.05,5.35
21Day,0,127.16,2.68,0,1.34,0,8.03,2.68
3Month,0,28.8,0.64,1.6,0.96,0.32,0.64,0.32
22Month,0.55,4.37,0,0,0,0,0,0
