stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,1.07,0,0,0,0,0,0
21Day,9.37,1.34,0,2.68,0,4.02,0
3Month,5.76,0,0.32,5.76,0,4.16,0.64
22Month,1.64,0,1.09,2.19,0,5.47,0.55
