stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,8.17,0,0,4.09
72hpf,0,0,0,11.77,0,1.07,1.07
21Day,1.34,0,0,4.02,0,1.34,0
3Month,0.96,0.64,0,0,0,0,0.32
22Month,2.73,0,1.09,0,1.09,0.55,0
