stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,8.17,0,32.69,0,4.09
72hpf,1.07,3.21,1.07,0,1.07,166.89,2.14,5.35
21Day,0,4.02,0,0,2.68,96.37,1.34,9.37
3Month,0,1.28,0,0,0,0.32,0.32,0
22Month,0,1.09,0,0,0,0,0,0
