stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,12.26,0,0,4.09
72hpf,0,0,0,0,0,10.7,0,0,1.07
21Day,0,0,0,1.34,0,1.34,1.34,0,0
3Month,0.32,22.08,1.92,12.8,1.6,0.32,0,0.32,0
22Month,0,40.45,1.09,2.73,0.55,1.09,3.83,0.55,1.09
