stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,4.09,0,0,32.69,0,0,0
72hpf,0,0,0,0,4.28,1.07,0,1.07
21Day,2.68,0,0,4.02,4.02,0,1.34,6.69
3Month,3.2,0,0,0,0,0,0,0
22Month,4.37,0,1.64,0,0,0,0,0.55
