stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
21Day,0,0,0,1.34,0,0,0
3Month,11.84,2.56,0.96,0.32,0,0,0.64
22Month,0.55,0,0,0,0.55,0.55,0
