stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,8.17,0,0
72hpf,0,2.14,0,0,0,2.14,0,0
21Day,0,0,0,0,0,2.68,0,0
3Month,0.96,0,0.32,0,0.96,0,0.96,0.32
22Month,4.92,0,0,2.19,0,0.55,0,0
