stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0,0,0
21Day,8.03,1.34,0,161.96,6.69,2.68,0,5.35
3Month,4.8,0,1.28,27.2,0,0.32,0,0.64
22Month,7.11,0,16.95,33.89,0,0,1.09,0.55
