stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,8.17,4.09,20.43,12.26,0,8.17
72hpf,3.21,1.07,0,0,49.21,3.21,0,0,4.28
21Day,4.02,1.34,0,0,25.43,0,0,0,2.68
3Month,26.88,0.32,2.56,1.92,0.32,0.32,0,0,0.32
22Month,25.15,0,3.28,26.79,1.64,1.09,1.64,0.55,3.83
