stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,8.17,0,0,0,4.09,12.26,0,0
72hpf,0,1.07,0,0,0,11.77,0,1.07
21Day,6.69,4.02,0,0,1.34,4.02,0,2.68
3Month,4.8,0,0.64,0.64,0.32,0,0,0.32
22Month,3.28,0,0,2.19,0,0,0.55,0
