stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,8.17,0,0
72hpf,2.14,0,0,6.42,0,0
21Day,2.68,0,0,2.68,1.34,1.34
3Month,1.92,1.28,0.64,0,0,0
22Month,2.73,0,0,0,0,0
