stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,4.09
72hpf,4.28,0,0,0,2.14,0,0
21Day,12.05,1.34,1.34,0,0,0,1.34
3Month,25.6,0,3.52,0.64,0.32,0.32,1.28
22Month,7.11,0.55,4.92,0,1.09,0,1.09
