stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,4.09,0,0
72hpf,0,0,1.07,0,0,0,0
3Month,0.64,0,0.32,0.32,0,0,0
22Month,12.03,0.55,0.55,0,0,1.09,0.55
