stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,1.07,0,0,2.14,0,9.63
21Day,38.82,0,0,0,0,1.34
3Month,15.04,0,0.32,0,0.32,0.64
22Month,3.28,0.55,0,0,0,1.64
