stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,1.07,0,0,0,0,0,0,0
21Day,2.68,0,0,0,1.34,1.34,0,1.34
3Month,9.28,0,1.28,0.96,3.84,0.96,0,0.32
22Month,9.29,0.55,0,0.55,2.73,0,0.55,0
