stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,0,0,1.07,29.95,0,0
21Day,0,1.34,0,36.14,0,0
3Month,2.24,1.6,0,0.64,0,0
22Month,18.04,4.37,0,1.64,0.55,1.09
