stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,1.07,0
21Day,0,0,6.69,0,1.34,0
3Month,0.96,9.92,7.04,0.32,0.32,0.32
22Month,0.55,0,2.73,0,0,0
