stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,32.69,0,12.26,24.52,77.64,12.26,12.26
72hpf,0,6.42,0,0,0,0,0,1.07
21Day,0,2.68,0,0,1.34,2.68,0,1.34
3Month,0,1.92,0.32,5.12,0.32,0,0,0
