stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,400.47,0,0,20.43,0,4.09
72hpf,2.14,0,0,0,0,2.14
3Month,1.28,0.32,0.32,0,0,0
22Month,2.73,1.09,0,0,0.55,0.55
