stage,Epithelial,Germ,Immune,Muscle,Stromal
24hpf,4.09,0,28.6,0,0
72hpf,0,0,3.21,0,0
21Day,0,0,1.34,0,0
3Month,2.56,12.16,12.8,0.32,0.64
22Month,0.55,0,1.09,0,0
