stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,5.35,0,0,0,1.07,0,0,1.07
21Day,26.77,0,0,1.34,4.02,0,1.34,1.34
3Month,39.99,9.28,1.92,0,0.32,0,0,0.64
22Month,27.33,4.92,2.19,0,0,0.55,0,0
