stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,10.7,0,0,0,0,11.77,1.07,0,10.7
21Day,24.09,1.34,0,1.34,0,20.08,0,0,10.71
3Month,31.99,0.32,8.64,3.2,0.32,4.16,0,0.32,3.2
22Month,42.09,0.55,1.64,8.2,0.55,18.59,3.83,0.55,0.55
