stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,35.3,3.21,0,1.07
21Day,0,1.34,0,0,2.68,62.91,10.71,0,2.68
3Month,1.92,29.12,0,82.23,7.36,95.66,0.96,0.96,3.84
22Month,1.64,10.39,0.55,12.57,2.73,11.48,0,0.55,1.09
