stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,12.26,0
72hpf,0,1.07,0,10.7,0
21Day,5.35,0,12.05,5.35,0
3Month,0.64,0,0,0,0.64
