stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,12.26,0,0,0
72hpf,7.49,0,0,0,0,58.84,0,0,4.28
21Day,10.71,1.34,0,0,2.68,44.17,0,1.34,16.06
3Month,10.24,0,0.96,0.96,0.96,1.92,0.32,2.24,4.48
22Month,15.85,0,0.55,1.64,0,2.19,1.09,3.83,2.73
