stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,12.26,0,0,0,0,0,12.26,0
72hpf,1.07,0,0,0,0,3.21,1.07,0
21Day,22.76,1.34,2.68,2.68,1.34,4.02,0,0
3Month,5.76,0,5.44,0.64,0.64,0.32,0,0.32
22Month,1.09,0,3.28,0,0,0,0,0
