stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,4.09
72hpf,0,4.28,0,0,3.21,3.21,0,0,3.21
21Day,0,5.35,1.34,1.34,1.34,8.03,0,1.34,6.69
3Month,0.32,7.68,0,2.24,0,0.32,0,0.64,1.28
22Month,0.55,27.88,0,3.83,0.55,0.55,1.09,1.09,1.09
