stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,65.38,0,8.17
72hpf,1.07,0,0,0,0,10.7,0,1.07
21Day,0,0,0,1.34,0,0,0,1.34
3Month,0,2.56,3.2,10.56,0.32,0,0.32,0.96
22Month,0,3.28,5.47,8.75,0,0,0,0
