stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,0,0,0,2.14,35.3,0,0
21Day,0,1.34,0,0,28.11,0,4.02
3Month,1.28,0,0.64,0,0,0,0
22Month,0.55,0,0,0,0,0.55,0.55
