stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,8.17,0,0
72hpf,0,2.14,1.07,0,0,1.07,22.47,0,2.14
21Day,0,1.34,1.34,0,0,0,4.02,0,0
3Month,0,1.28,0,3.52,0.32,0.32,1.6,0.64,0.32
22Month,0.55,2.73,0,3.28,0,0,0.55,0,0.55
