stage,Epithelial,Erythroid,Germ,Immune,Muscle,Stromal
24hpf,0,0,0,0,0,4.09
21Day,1.34,2.68,0,9.37,0,0
3Month,0.64,0,0.32,5.76,0.32,0.32
22Month,1.64,0,0,2.73,0,0
