stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,8.17,0,89.9,0,12.26
72hpf,4.28,0,5.35,0,4.28
21Day,0,0,4.02,0,4.02
3Month,0.32,0.32,0,0,0
22Month,0.55,0,0,0.55,0
