stage,Epithelial,Immune,Neuron,Secretory
24hpf,4.09,0,8.17,0
72hpf,0,0,3.21,0
21Day,1.34,0,2.68,0
3Month,0.64,0,0,0
22Month,0,0.55,0,0.55
