stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,36.78,347.34,12.26,0,93.99,183.89,3510.22,4.09,12.26,568.01
72hpf,21.4,353.03,19.26,3.21,18.19,102.7,1091.19,24.61,18.19,342.33
21Day,14.72,460.46,163.3,17.4,100.39,178.02,432.35,1.34,34.8,449.75
3Month,16,713.49,8,585.19,130.86,32.95,18.56,0.96,21.76,111.66
22Month,16.95,1156.17,15.85,235.06,165.64,19.13,25.69,104.96,15.31,165.64
