stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,3.21,1.07,0,0,0,100.56,1.07
21Day,2.68,1.34,0,0,1.34,147.24,9.37
3Month,0.32,0,1.28,0.96,0,0,1.28
22Month,4.92,0,0.55,0,1.09,0.55,1.64
