stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,24.52,0,0,0,0,0
72hpf,63.12,0,1.07,0,0,2.14
21Day,60.23,0,0,1.34,0,1.34
3Month,2.88,0.32,1.6,0,0,0.32
22Month,16.4,0,1.64,0,1.09,0
