stage,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,0,0,0,13.91,0,0
21Day,0,0,1.34,2.68,0,0
3Month,0.96,0.64,0,0,0,0
22Month,4.37,0,1.09,0,0.55,0
