stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,4.09,0,4.09,0,0,0
72hpf,0,0,0,2.14,21.4,0,0,4.28
21Day,9.37,4.02,4.02,2.68,4.02,0,0,5.35
3Month,9.6,0.64,4.8,0,0,0,0.32,0.96
22Month,6.56,0,10.39,0,0,0.55,0,0
