stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,4.09,0,0
72hpf,1.07,0,0,3.21,0,0
21Day,0,4.02,0,4.02,0,1.34
3Month,0,3.52,0.32,0,0.32,0
22Month,0,2.19,0,0,0,0.55
