stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,16.35,0,8.17,294.22,0,20.43
72hpf,6.42,0,0,12.84,0,1.07
21Day,6.69,1.34,2.68,20.08,0,10.71
22Month,8.2,9.29,1.09,0.55,1.09,1.09
