stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,8.17,0,0
72hpf,12.84,0,0,43.86,0,2.14
21Day,4.02,0,1.34,29.45,1.34,9.37
3Month,2.24,0.64,0,0,0,0
22Month,7.11,5.47,0,0,0,0
