stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0,0,2.14,0,0
21Day,2.68,0,0,1.34,4.02,0,0
3Month,2.88,1.28,0,0,0,0,0
22Month,10.39,6.56,1.64,0,11.48,0.55,0.55
