stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,24.52,0,0
72hpf,2.14,2.14,0,2.14,109.12,0,9.63
21Day,6.69,0,2.68,4.02,70.94,2.68,18.74
3Month,0.32,0,0,0,0,0.32,0.32
