stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,49.04,0,0,0,0,0
72hpf,1.07,3.21,0,0,0,0,0
21Day,2.68,6.69,0,0,0,24.09,1.34
3Month,37.11,7.04,3.52,2.88,0.64,19.52,0.96
22Month,25.15,10.93,3.28,2.19,0,27.33,0
