stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0
21Day,0,0,0,0,0,1.34,0
3Month,19.52,2.24,0.96,0.64,0.64,0.64,0
22Month,35.53,2.73,2.19,0,1.64,6.56,1.09
