stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,8.17,0,0,4.09,0,12.26,4.09,0
72hpf,0,2.14,0,1.07,0,0,1.07,0,1.07
21Day,0,0,0,1.34,0,0,0,0,0
3Month,0,0.32,0,5.76,0,0,0.32,0,0.32
22Month,8.2,84.73,0.55,915.1,24.05,2.19,2.19,10.93,9.84
