stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,4.28
21Day,0,1.34,2.68,2.68,2.68,1.34
3Month,0.32,4.8,0.32,7.68,0,3.84
