stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,4.09,28.6,0,0,4.09
72hpf,1.07,0,0,0,1.07,0,0,1.07
21Day,2.68,1.34,0,0,4.02,0,0,1.34
3Month,103.98,5.44,2.56,0.96,0.32,0.32,1.28,1.6
22Month,173.84,1.09,3.83,0.55,0.55,3.28,1.09,0.55
