stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,12.26,0,0,0,4.09,0,0
72hpf,1.07,220.38,4.28,0,1.07,11.77,0,4.28
21Day,0,30.79,0,0,1.34,2.68,0,2.68
3Month,0.32,87.67,0.32,1.28,3.2,0.64,0.32,1.28
22Month,0,4.92,0,0,0.55,0,0.55,0
