stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,12.26,0,0,0,8.17
72hpf,4.28,0,0,4.28,3.21,0,0,24.61
21Day,1.34,6.69,0,10.71,4.02,0,1.34,22.76
3Month,1.6,1.6,0.64,2.88,0,0.32,0,2.56
22Month,0,0,0,0,0,2.19,0,0
