stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,20.43,0,4.09,0
72hpf,4.28,1.07,0,0,1.07,226.8,0,0,4.28
21Day,6.69,2.68,0,2.68,1.34,120.47,0,5.35,2.68
3Month,6.08,0.32,7.04,1.92,0,0.64,0,0.32,0.32
22Month,18.04,0,0,3.83,0,1.09,2.73,0,0
