stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0,0
72hpf,0,1.07,0,1.07,3.21,294.19,0,0,5.35
21Day,5.35,2.68,1.34,5.35,1.34,159.29,0,1.34,4.02
3Month,1.92,0,0.32,0.32,0,0,0,0.32,0
22Month,19.68,0,0.55,3.83,0,0.55,2.19,0.55,1.09
