stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,0,0,4.09,0,0
72hpf,0,1.07,0,0,0
21Day,0,1.34,0,1.34,0
3Month,0,0,0.32,0,0
22Month,4.37,18.04,1.64,0,1.64
