stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,4.09,0,0,0,0,4.09
72hpf,0,4.28,0,0,0,13.91,0,0,0
21Day,0,5.35,5.35,0,1.34,12.05,0,1.34,1.34
3Month,0,49.91,216.93,3.84,1.92,6.08,0,2.24,1.6
22Month,3.28,93.48,205.54,7.65,0.55,8.75,6.01,3.28,5.47
