stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,4.09,0
72hpf,8.56,0,0,3.21,0
21Day,5.35,1.34,0,9.37,2.68
3Month,0.32,0,0.32,0,0
22Month,0.55,0,0.55,0,0
