stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,0,0,0,0,16.35,4.09
72hpf,1.07,0,0,0,2.14,7.49,2.14
21Day,2.68,1.34,0,0,1.34,2.68,5.35
3Month,5.12,0,1.28,0.96,0.32,0,0.64
22Month,7.11,0,0,0.55,0,0,0.55
