stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,3.21,0,0,0,0,0,0
21Day,0,1.34,0,0,0,1.34,0,0
3Month,0.96,5.12,1.28,1.6,0,0,0,0.64
22Month,0.55,21.32,1.09,2.73,0.55,0,10.39,2.73
