stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,40.86,0,0,0
72hpf,9.63,2.14,0,3.21,529.55,1.07,1.07,13.91
21Day,1.34,1.34,2.68,0,135.19,0,1.34,4.02
3Month,0.96,0,0,0,0,0,0,0
22Month,1.09,0,0.55,0,0,0,0,0
