stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,4.09,0,0,0,0,4.09,0,4.09
72hpf,0,0,0,0,1.07,0,0,1.07
3Month,12.48,0.32,2.56,1.28,0,0.32,0,0.96
22Month,34.99,0.55,4.92,3.28,0.55,1.09,1.09,1.64
