stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09
72hpf,0,0,0,0,0,1.07
21Day,10.71,0,5.35,1.34,0,18.74
3Month,3.84,0.32,0,0,0.32,2.88
22Month,1.64,0,0,0,0,1.09
