stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,0,1.07
3Month,7.36,0.64,14.08,1.6,0.32,0.96,0.96
22Month,0.55,0,0.55,0,0.55,0,0
