stage,Epithelial,Immune,Neuron,Other,Stromal
24hpf,0,0,4.09,0,0
72hpf,0,0,9.63,0,2.14
21Day,0,0,1.34,0,0
22Month,4.37,0.55,0,0.55,1.09
